Dataset,language.id,language.name,glottocode,latitude,longitude,family,concept,form_id,value,form
ids,ids-804,Keme (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,ROUGH,ids-804-15-760-1,ma.53 len.35,ma.53 len.35
ids,ids-805,Xu,huuu1240,22.0163,100.881,Austroasiatic,ROUGH,ids-805-15-760-1,xək.55,xək.55
ids,ids-806,Mang'an B. (MNN),None,None,None,None,ROUGH,ids-806-15-760-1,hat.55 ri.33 mɨt.33,hat.55 ri.33 mɨt.33
ids,ids-807,Wa,nucl1290,23.1024,99.108,Austroasiatic,ROUGH,ids-807-15-760-1,rɛʔ.B,rɛʔ.B
ids,ids-808,Rumai,ruma1248,23.6404,97.3172,Austroasiatic,ROUGH,ids-808-15-760-1,khaʔ.55,khaʔ.55
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,ROUGH,ids-809-15-760-1,khla:t,khla:t
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,ROUGH,ids-809-15-760-2,khla:t,khla:t
ids,ids-811,Paliu,boly1239,24.7013,104.955,Austroasiatic,ROUGH,ids-811-15-760-1,hat.55 ri.33 mɨt.33,hat.55 ri.33 mɨt.33
ids,ids-814,Mlabri,mlab1235,18.5533,101.163,Austroasiatic,ROUGH,ids-814-15-760-1,tra pum tra pɔm,tra pum tra pɔm
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,ROUGH,ids-815-15-760-1,lo.33 ńo.33,lo.33 ńo.33
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,ROUGH,ids-815-15-760-2,bə.33 sə.33,bə.33 sə.33
ids,ids-816,Vietnamese,viet1252,20.681188,105.774071,Austroasiatic,ROUGH,ids-816-15-760-1,gồ ghề,gồ ghề
ids,ids-816,Vietnamese,viet1252,20.681188,105.774071,Austroasiatic,ROUGH,ids-816-15-760-2,xù xì,xù xì
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-1,ɣo.C ɣe.C,ɣo.C ɣe.C
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-2,ɣo.434 ɣe.434,ɣo.434 ɣe.434
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-3,sə:ŋ.A sa:ŋ.A,sə:ŋ.A sa:ŋ.A
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-4,sə:ŋ.43 sa:ŋ.33,sə:ŋ.43 sa:ŋ.33
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,ROUGH,ids-819-15-760-1,ɣo.43 ɣe.43,ɣo.43 ɣe.43
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,ROUGH,ids-819-15-760-2,kaɛ.43 kaɛ.33,kaɛ.43 kaɛ.33
ids,ids-820,Phong,phon1246,19.9622,104.088,Austroasiatic,ROUGH,ids-820-15-760-1,no:n.21 lup.45,no:n.21 lup.45
ids,ids-821,TUL,None,None,None,None,ROUGH,ids-821-15-760-1,nɔ.212 lə̆ʔiat.212,nɔ.212 lə̆ʔiat.212
ids,ids-822,Tum,cuoi1242,None,None,Austroasiatic,ROUGH,ids-822-15-760-1,lo:n.41,lo:n.41
ids,ids-824,Phu Tho M (PHU),None,None,None,None,ROUGH,ids-824-15-760-1,ɣo.2 ɣe.2,ɣo.2 ɣe.2
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,ROUGH,ids-825-15-760-1,ŋe.33 ŋe.33,ŋe.33 ŋe.33
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,ROUGH,ids-825-15-760-2,karo:j.33,karo:j.33
ids,ids-826,Malieng,mali1278,None,None,Austroasiatic,ROUGH,ids-826-15-760-1,djo:n.43 djw.41ʔ,djo:n.43 djw.41ʔ
ids,ids-827,Ahlao (Thavung),aheu1239,17.7655,104.229,Austroasiatic,ROUGH,ids-827-15-760-1,ʔɣ̆nʔ.B zonʔ.B,ʔɣ̆nʔ.B zonʔ.B
ids,ids-829,Nyakur,nyah1250,15.8909,101.515,Austroasiatic,ROUGH,ids-829-15-760-1,jrɔ:č,jrɔ:č
ids,ids-830,Pear,pear1247,13.593,105.028,Austroasiatic,ROUGH,ids-830-15-760-1,blăk,blăk
ids,ids-831,SAN,None,None,None,None,ROUGH,ids-831-15-760-1,lak.42 khak.44,lak.42 khak.44
ids,ids-832,Kasong,suoy1242,11.936,104.136,Austroasiatic,ROUGH,ids-832-15-760-1,ja:p.B,ja:p.B
ids,ids-833,Samre,somr1240,12.243,103.139,Austroasiatic,ROUGH,ids-833-15-760-1,ja:p.C,ja:p.C
ids,ids-834,Chong,chon1284,12.5218,102.514,Austroasiatic,ROUGH,ids-834-15-760-1,ja:p.A,ja:p.A
ids,ids-835,KNB (a Pearic variety),west2394,None,None,Austroasiatic,ROUGH,ids-835-15-760-1,rkət,rkət
ids,ids-836,Surin Khmer,suri1265,None,None,Austroasiatic,ROUGH,ids-836-15-760-1,kkrɨh,kkrɨh
ids,ids-838,Iduh,oduu1239,19.3497,104.106,Austroasiatic,ROUGH,ids-838-15-760-1,ga(1)fiəw kanâ:r,ga1fiəw kanâ:r
ids,ids-839,Mang Ch,mang1378,21.4305,102.133,Austroasiatic,ROUGH,ids-839-15-760-1,sɔp.55,sɔp.55
logos,logos-Hindistd,Hindi-std,hind1269,25.0,77.0,Indo-European,SMOOTH,logos-Hindistd-395_smooth-1,सपाट,सपाट
logos,logos-Romagnolstd,Romagnol-std,roma1328,44.2349,11.7189,Indo-European,SMOOTH,logos-Romagnolstd-395_smooth-1,léss,léss
logos,logos-Latinstd,Latin-std,lati1261,41.9026,12.4502,Indo-European,SMOOTH,logos-Latinstd-395_smooth-1,levis,levis
logos,logos-Galicianstd,Galician-std,gali1258,42.2446,-7.5343,Indo-European,SMOOTH,logos-Galicianstd-395_smooth-1,liso,liso
marrisonnaga,marrisonnaga-KhonomaAngami,Angami Khonoma,khon1248,25.65,94.0333,Sino-Tibetan,SMOOTH,marrisonnaga-KhonomaAngami-691_smooth-1,kemeju,kemeju
marrisonnaga,marrisonnaga-KohimaAngami,Angami Kohima,anga1288,25.55,94.1333,Sino-Tibetan,SMOOTH,marrisonnaga-KohimaAngami-691_smooth-1,kemeju,kemeju
marrisonnaga,marrisonnaga-ChungliAo,Ao Chungli,aona1235,26.3167,94.5167,Sino-Tibetan,SMOOTH,marrisonnaga-ChungliAo-691_smooth-1,tesüsü,tesüsü
marrisonnaga,marrisonnaga-MongsenAo,Ao Mongsen,mong1332,26.4167,94.4,Sino-Tibetan,SMOOTH,marrisonnaga-MongsenAo-691_smooth-1,tani,tani
marrisonnaga,marrisonnaga-WrittenBurmese,Burmese (Written),oldb1235,21.624974,97.126742,Sino-Tibetan,SMOOTH,marrisonnaga-WrittenBurmese-691_smooth-1,khyo,khyo
marrisonnaga,marrisonnaga-WrittenBurmese,Burmese (Written),oldb1235,21.624974,97.126742,Sino-Tibetan,SMOOTH,marrisonnaga-WrittenBurmese-691_smooth-2,preprac,preprac
marrisonnaga,marrisonnaga-Chang,Chang,chan1313,26.2667,94.0833,Sino-Tibetan,SMOOTH,marrisonnaga-Chang-691_smooth-1,loklokbü,loklokbü
marrisonnaga,marrisonnaga-Dimasa,Dimasa,dima1251,25.42,93.18,Sino-Tibetan,SMOOTH,marrisonnaga-Dimasa-691_smooth-1,phlam-phlam,phlam-phlam
marrisonnaga,marrisonnaga-Jingpho,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,SMOOTH,marrisonnaga-Jingpho-691_smooth-1,ra,ra
marrisonnaga,marrisonnaga-Jingpho,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,SMOOTH,marrisonnaga-Jingpho-691_smooth-2,pri,pri
marrisonnaga,marrisonnaga-Konyak,Konyak,kony1246,26.55,95.05,Sino-Tibetan,SMOOTH,marrisonnaga-Konyak-691_smooth-1,shipu,shipu
marrisonnaga,marrisonnaga-Liangmai,Liangmai,lian1251,25.3667,93.6333,Sino-Tibetan,SMOOTH,marrisonnaga-Liangmai-691_smooth-1,kanuibu,kanuibu
marrisonnaga,marrisonnaga-Lotha,Lotha,loth1237,26.1,94.2667,Sino-Tibetan,SMOOTH,marrisonnaga-Lotha-691_smooth-1,phyephyeto,phyephyeto
marrisonnaga,marrisonnaga-Lotha,Lotha,loth1237,26.1,94.2667,Sino-Tibetan,SMOOTH,marrisonnaga-Lotha-691_smooth-2,myana,myana
marrisonnaga,marrisonnaga-Lushai,Lushai,lush1249,22.60535,92.629457,Sino-Tibetan,SMOOTH,marrisonnaga-Lushai-691_smooth-1,dam,dam
marrisonnaga,marrisonnaga-Lushai,Lushai,lush1249,22.60535,92.629457,Sino-Tibetan,SMOOTH,marrisonnaga-Lushai-691_smooth-2,zal,zal
marrisonnaga,marrisonnaga-Maram,Maram,mara1379,25.4333,94.15,Sino-Tibetan,SMOOTH,marrisonnaga-Maram-691_smooth-1,madive,madive
marrisonnaga,marrisonnaga-Maring,Maring,mari1416,24.05,94.0333,Sino-Tibetan,SMOOTH,marrisonnaga-Maring-691_smooth-1,ana,ana
marrisonnaga,marrisonnaga-Manipuri,Manipuri,mani1292,24.44,93.34,Sino-Tibetan,SMOOTH,marrisonnaga-Manipuri-691_smooth-1,nalba,nalba
marrisonnaga,marrisonnaga-Mikir,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,SMOOTH,marrisonnaga-Mikir-691_smooth-1,nei,nei
marrisonnaga,marrisonnaga-Mikir,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,SMOOTH,marrisonnaga-Mikir-691_smooth-2,peklam,peklam
marrisonnaga,marrisonnaga-Phom,Phom,phom1236,26.6167,94.05,Sino-Tibetan,SMOOTH,marrisonnaga-Phom-691_smooth-1,nyülükpü,nyülükpü
marrisonnaga,marrisonnaga-Puiron,Puiron,rong1266,25.1,93.79,Sino-Tibetan,SMOOTH,marrisonnaga-Puiron-691_smooth-1,matyengnu,matyengnu
marrisonnaga,marrisonnaga-Nruanghmei,Nruanghmei,rong1266,25.0,93.05,Sino-Tibetan,SMOOTH,marrisonnaga-Nruanghmei-691_smooth-1,diumei,diumei
marrisonnaga,marrisonnaga-Sangtam,Sangtam,sang1321,25.0667,94.8667,Sino-Tibetan,SMOOTH,marrisonnaga-Sangtam-691_smooth-1,se'se',se'se'
marrisonnaga,marrisonnaga-Sema,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,SMOOTH,marrisonnaga-Sema-691_smooth-1,muduni,muduni
marrisonnaga,marrisonnaga-Tangkhul,Tangkhul,sino1246,25.1167,94.3667,Sino-Tibetan,SMOOTH,marrisonnaga-Tangkhul-691_smooth-1,khanganai,khanganai
marrisonnaga,marrisonnaga-YogliTangsa,Tangsa (Yogli),yogl1238,None,None,Sino-Tibetan,SMOOTH,marrisonnaga-YogliTangsa-691_smooth-1,küra,küra
marrisonnaga,marrisonnaga-WrittenTibetan,Tibetan (Written),clas1254,30.027852,91.158704,Sino-Tibetan,SMOOTH,marrisonnaga-WrittenTibetan-691_smooth-1,'jampa,'jampa
marrisonnaga,marrisonnaga-Zeme,Zeme,zeme1240,25.1833,93.2,Sino-Tibetan,SMOOTH,marrisonnaga-Zeme-691_smooth-1,ketenaibe,ketenaibe
marrisonnaga,marrisonnaga-KhonomaAngami,Angami Khonoma,khon1248,25.65,94.0333,Sino-Tibetan,ROUGH,marrisonnaga-KhonomaAngami-617_rough-1,kemehe,kemehe
marrisonnaga,marrisonnaga-KohimaAngami,Angami Kohima,anga1288,25.55,94.1333,Sino-Tibetan,ROUGH,marrisonnaga-KohimaAngami-617_rough-1,kemehie,kemehie
marrisonnaga,marrisonnaga-ChungliAo,Ao Chungli,aona1235,26.3167,94.5167,Sino-Tibetan,ROUGH,marrisonnaga-ChungliAo-617_rough-1,terara,terara
marrisonnaga,marrisonnaga-WrittenBurmese,Burmese (Written),oldb1235,21.624974,97.126742,Sino-Tibetan,ROUGH,marrisonnaga-WrittenBurmese-617_rough-1,kram:,kram:
marrisonnaga,marrisonnaga-Chang,Chang,chan1313,26.2667,94.0833,Sino-Tibetan,ROUGH,marrisonnaga-Chang-617_rough-1,satsattambü,satsattambü
marrisonnaga,marrisonnaga-Dimasa,Dimasa,dima1251,25.42,93.18,Sino-Tibetan,ROUGH,marrisonnaga-Dimasa-617_rough-1,baraba,baraba
marrisonnaga,marrisonnaga-Jingpho,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,ROUGH,marrisonnaga-Jingpho-617_rough-1,nra,nra
marrisonnaga,marrisonnaga-Jingpho,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,ROUGH,marrisonnaga-Jingpho-617_rough-2,laja,laja
marrisonnaga,marrisonnaga-Konyak,Konyak,kony1246,26.55,95.05,Sino-Tibetan,ROUGH,marrisonnaga-Konyak-617_rough-1,yishinpu,yishinpu
marrisonnaga,marrisonnaga-Liangmai,Liangmai,lian1251,25.3667,93.6333,Sino-Tibetan,ROUGH,marrisonnaga-Liangmai-617_rough-1,manaikamakbu,manaikamakbu
marrisonnaga,marrisonnaga-Lushai,Lushai,lush1249,22.60535,92.629457,Sino-Tibetan,ROUGH,marrisonnaga-Lushai-617_rough-1,buan,buan
marrisonnaga,marrisonnaga-Lushai,Lushai,lush1249,22.60535,92.629457,Sino-Tibetan,ROUGH,marrisonnaga-Lushai-617_rough-2,buk,buk
marrisonnaga,marrisonnaga-Mao,Mao,maon1238,25.4667,94.1167,Sino-Tibetan,ROUGH,marrisonnaga-Mao-617_rough-1,kotho,kotho
marrisonnaga,marrisonnaga-Maram,Maram,mara1379,25.4333,94.15,Sino-Tibetan,ROUGH,marrisonnaga-Maram-617_rough-1,magham,magham
marrisonnaga,marrisonnaga-Manipuri,Manipuri,mani1292,24.44,93.34,Sino-Tibetan,ROUGH,marrisonnaga-Manipuri-617_rough-1,nandaba,nandaba
marrisonnaga,marrisonnaga-Mikir,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,ROUGH,marrisonnaga-Mikir-617_rough-1,kindeng,kindeng
marrisonnaga,marrisonnaga-Phom,Phom,phom1236,26.6167,94.05,Sino-Tibetan,ROUGH,marrisonnaga-Phom-617_rough-1,khüppü-khongpü,khüppü-khongpü
marrisonnaga,marrisonnaga-Puiron,Puiron,rong1266,25.1,93.79,Sino-Tibetan,ROUGH,marrisonnaga-Puiron-617_rough-1,matyengmaknu,matyengmaknu
marrisonnaga,marrisonnaga-Rengma,Rengma,sout2732,25.0667,94.6333,Sino-Tibetan,ROUGH,marrisonnaga-Rengma-617_rough-1,njükemvü,njükemvü
marrisonnaga,marrisonnaga-Nruanghmei,Nruanghmei,rong1266,25.0,93.05,Sino-Tibetan,ROUGH,marrisonnaga-Nruanghmei-617_rough-1,türütmei,türütmei
marrisonnaga,marrisonnaga-Sangtam,Sangtam,sang1321,25.0667,94.8667,Sino-Tibetan,ROUGH,marrisonnaga-Sangtam-617_rough-1,yongkoyongru,yongkoyongru
marrisonnaga,marrisonnaga-Sema,Sema,sumi1235,25.85,94.2667,Sino-Tibetan,ROUGH,marrisonnaga-Sema-617_rough-1,kukokileikeu,kukokileikeu
marrisonnaga,marrisonnaga-Tangkhul,Tangkhul,sino1246,25.1167,94.3667,Sino-Tibetan,ROUGH,marrisonnaga-Tangkhul-617_rough-1,khamarao,khamarao
marrisonnaga,marrisonnaga-WrittenTibetan,Tibetan (Written),clas1254,30.027852,91.158704,Sino-Tibetan,ROUGH,marrisonnaga-WrittenTibetan-617_rough-1,gyoNpo,gyoNpo
marrisonnaga,marrisonnaga-WrittenTibetan,Tibetan (Written),clas1254,30.027852,91.158704,Sino-Tibetan,ROUGH,marrisonnaga-WrittenTibetan-617_rough-2,rtsubpo,rtsubpo
marrisonnaga,marrisonnaga-Zeme,Zeme,zeme1240,25.1833,93.2,Sino-Tibetan,ROUGH,marrisonnaga-Zeme-617_rough-1,keteratbe,keteratbe
naganorgyalrongic,naganorgyalrongic-GanziDanbarGyalrong,rGyalrong (Ganzi Danba Badi Munashan),situ1238,31.060903,101.855001,Sino-Tibetan,SMOOTH,naganorgyalrongic-GanziDanbarGyalrong-886_levelandsmooth-1,ˊkə ᵇdiŋ,ˊkə_ᵇdiŋ
naganorgyalrongic,naganorgyalrongic-JinchuanErkairGyalrong,rGyalrong (Jinchuan Erkai),shan1274,31.464691,101.341027,Sino-Tibetan,SMOOTH,naganorgyalrongic-JinchuanErkairGyalrong-886_levelandsmooth-1,dɑɦrɲæt̚,dɑɦrɲæt̚
naganorgyalrongic,naganorgyalrongic-JinchuanGuaninqiaorGyalrong,rGyalrong (Jinchuan Guaninqiao Wobzi),eree1240,31.639053,101.445432,Sino-Tibetan,SMOOTH,naganorgyalrongic-JinchuanGuaninqiaorGyalrong-886_levelandsmooth-1,vlɑ́ɣ,vlɑ́ɣ
naganorgyalrongic,naganorgyalrongic-JinchuanGuaninqiaorGyalrong,rGyalrong (Jinchuan Guaninqiao Wobzi),eree1240,31.639053,101.445432,Sino-Tibetan,SMOOTH,naganorgyalrongic-JinchuanGuaninqiaorGyalrong-954_smooth-1,vlɑ́ɣ,vlɑ́ɣ
naganorgyalrongic,naganorgyalrongic-LixianXuechengrGyalrong,rGyalrong (Lixian Xuecheng Jiamizhai),lixi1238,31.617273,103.276061,Sino-Tibetan,SMOOTH,naganorgyalrongic-LixianXuechengrGyalrong-886_levelandsmooth-1,ka-ŋtia,ka-ŋtia
naganorgyalrongic,naganorgyalrongic-LixianXuechengrGyalrong,rGyalrong (Lixian Xuecheng Jiamizhai),lixi1238,31.617273,103.276061,Sino-Tibetan,SMOOTH,naganorgyalrongic-LixianXuechengrGyalrong-954_smooth-1,kə-mə ɕər,kə-mə_ɕər
naganorgyalrongic,naganorgyalrongic-MaerkangBolarGyalrongA,rGyalrong (Maerkang Bola (A)),maer1238,31.915985,102.212059,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangBolarGyalrongA-886_levelandsmooth-1,kǝ22 ntap44,kǝ22_ntap44
naganorgyalrongic,naganorgyalrongic-MaerkangBolarGyalrongA,rGyalrong (Maerkang Bola (A)),maer1238,31.915985,102.212059,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangBolarGyalrongA-954_smooth-1,kǝ22 mǝ22 lɜk22,kǝ22_mǝ22_lɜk22
naganorgyalrongic,naganorgyalrongic-MaerkangBolarGyalrongB,rGyalrong (Maerkang Bola (B)),maer1238,31.915985,102.212059,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangBolarGyalrongB-886_levelandsmooth-1,kǝ22 ɴtap44,kǝ22_ɴtap44
naganorgyalrongic,naganorgyalrongic-MaerkangBolarGyalrongB,rGyalrong (Maerkang Bola (B)),maer1238,31.915985,102.212059,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangBolarGyalrongB-954_smooth-1,"kǝ33 mǝ33 no44, kǝ33 mǝ33 lek44",kǝ33_mǝ33_no44
naganorgyalrongic,naganorgyalrongic-MaerkangCaodengrGyalrong,rGyalrong (Maerkang Caodeng (B)),tsho1240,32.209102,101.832718,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangCaodengrGyalrong-886_levelandsmooth-1,kǝ22 nǝ44 mbjɔ44,kǝ22_nǝ44_mbjɔ44
naganorgyalrongic,naganorgyalrongic-MaerkangCaodengrGyalrong,rGyalrong (Maerkang Caodeng (B)),tsho1240,32.209102,101.832718,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangCaodengrGyalrong-954_smooth-1,kǝ22 na44 mbɯ33 jo22,kǝ22_na44_mbɯ33_jo22
naganorgyalrongic,naganorgyalrongic-MaerkangJaphugrGyalrong,rGyalrong (Maerkang Japhug Shaerzong (B)),gdon1234,32.159653,102.159643,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangJaphugrGyalrong-886_levelandsmooth-1,mpɕu,mpɕu
naganorgyalrongic,naganorgyalrongic-MaerkangJaphugrGyalrong,rGyalrong (Maerkang Japhug Shaerzong (B)),gdon1234,32.159653,102.159643,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangJaphugrGyalrong-954_smooth-1,mnu,mnu
naganorgyalrongic,naganorgyalrongic-MaerkangSomanrGyalrong,rGyalrong (Maerkang Soman),maer1238,31.864114,102.484959,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangSomanrGyalrong-886_levelandsmooth-1,ka-ʒba ʒba,ka-ʒba_ʒba
naganorgyalrongic,naganorgyalrongic-MaerkangSomanrGyalrong,rGyalrong (Maerkang Soman),maer1238,31.864114,102.484959,Sino-Tibetan,SMOOTH,naganorgyalrongic-MaerkangSomanrGyalrong-954_smooth-1,kə-sa nʥo,kə-sa_nʥo
northeuralex,northeuralex-fin,Finnish,finn1318,61.00,24.45,Uralic,SMOOTH,northeuralex-fin-493_smooth-1,sileä,silɛæ
northeuralex,northeuralex-fin,Finnish,finn1318,61.00,24.45,Uralic,SMOOTH,northeuralex-fin-493_smooth-2,siloinen,silɔi̯nɛn
northeuralex,northeuralex-krl,North Karelian,kare1335,65.17,30.87,Uralic,SMOOTH,northeuralex-krl-493_smooth-1,silie,siliɛ
northeuralex,northeuralex-olo,Olonets Karelian,livv1243,61.00,33.00,Uralic,SMOOTH,northeuralex-olo-493_smooth-1,silei,silɛi
northeuralex,northeuralex-vep,Veps,veps1250,60.34,34.79,Uralic,SMOOTH,northeuralex-vep-493_smooth-1,siled,silɛd
northeuralex,northeuralex-ekk,Estonian,esto1258,59.25,24.75,Uralic,SMOOTH,northeuralex-ekk-493_smooth-1,sile,sʲilʲe
northeuralex,northeuralex-liv,Livonian,livv1244,57.57,22.03,Uralic,SMOOTH,northeuralex-liv-493_smooth-1,si’ldzi,siˀldzi
northeuralex,northeuralex-sma,Southern Sami,sout2674,64.25,12.60,Uralic,SMOOTH,northeuralex-sma-493_smooth-1,njalhkedihks,ɲalhkɛdihks
northeuralex,northeuralex-smj,Lule Sami,lule1254,67.28,17.81,Uralic,SMOOTH,northeuralex-smj-493_smooth-1,njalkas,njɑlkɑs
northeuralex,northeuralex-sme,Northern Sami,nort2671,68.72,22.11,Uralic,SMOOTH,northeuralex-sme-493_smooth-1,njalkkas,ɲɑlkːɑs
northeuralex,northeuralex-smn,Inari Sami,inar1241,69.42,27.87,Uralic,SMOOTH,northeuralex-smn-493_smooth-1,šoollâd,ʃoːlːɐd
northeuralex,northeuralex-smn,Inari Sami,inar1241,69.42,27.87,Uralic,SMOOTH,northeuralex-smn-493_smooth-2,šolbâd,ʃolbɐd
northeuralex,northeuralex-sms,Skolt Sami,skol1241,68.83,29.72,Uralic,SMOOTH,northeuralex-sms-493_smooth-1,lää´ttes,laːtːʲɛs
northeuralex,northeuralex-sjd,Kildin Sami,kild1236,68.22,35.83,Uralic,SMOOTH,northeuralex-sjd-493_smooth-1,ла̄тӭсь,laːtʲeɕ
northeuralex,northeuralex-sjd,Kildin Sami,kild1236,68.22,35.83,Uralic,SMOOTH,northeuralex-sjd-493_smooth-2,нё̄ллькесь,ɲoːʎːkeɕ
northeuralex,northeuralex-mrj,Hill Mari,west2392,56.33,46.33,Uralic,SMOOTH,northeuralex-mrj-493_smooth-1,ягылгы,jaɣəlɣə
northeuralex,northeuralex-mhr,Meadow Mari,east2328,57.00,49.50,Uralic,SMOOTH,northeuralex-mhr-493_smooth-1,яклака́,jɑklɑkɑˑ
northeuralex,northeuralex-mdf,Moksha,moks1248,54.19,42.67,Uralic,SMOOTH,northeuralex-mdf-493_smooth-1,вадяв,vadʲav
northeuralex,northeuralex-mdf,Moksha,moks1248,54.19,42.67,Uralic,SMOOTH,northeuralex-mdf-493_smooth-2,такор,takor
northeuralex,northeuralex-myv,Erzya,erzy1239,53.00,45.50,Uralic,SMOOTH,northeuralex-myv-493_smooth-1,валаня,valaɲa
northeuralex,northeuralex-udm,Udmurt,udmu1245,56.13,52.64,Uralic,SMOOTH,northeuralex-udm-493_smooth-1,гылыт,ɡɨlɨt
northeuralex,northeuralex-udm,Udmurt,udmu1245,56.13,52.64,Uralic,SMOOTH,northeuralex-udm-493_smooth-2,вольыт,volʲɨt
northeuralex,northeuralex-koi,Komi-Permyak,komi1269,59.66,54.80,Uralic,SMOOTH,northeuralex-koi-493_smooth-1,волькыт,voʎkɨt
northeuralex,northeuralex-kpv,Komi-Zyrian,komi1268,64.05,54.95,Uralic,SMOOTH,northeuralex-kpv-493_smooth-1,вольк,voʎk
northeuralex,northeuralex-kpv,Komi-Zyrian,komi1268,64.05,54.95,Uralic,SMOOTH,northeuralex-kpv-493_smooth-2,мольыд,moʎɨd
northeuralex,northeuralex-hun,Hungarian,hung1274,46.91,19.66,Uralic,SMOOTH,northeuralex-hun-493_smooth-1,sima,ʃimɒ
northeuralex,northeuralex-kca,Northern Khanty,khan1273,62.43,66.12,Uralic,SMOOTH,northeuralex-kca-493_smooth-1,вольк,woʎk
northeuralex,northeuralex-mns,Northern Mansi,mans1258,64.41,61.34,Uralic,SMOOTH,northeuralex-mns-493_smooth-1,састум,sastum
northeuralex,northeuralex-sel,Northern Selkup,selk1253,59.94,82.30,Uralic,SMOOTH,northeuralex-sel-493_smooth-1,нурӄый,nurqɨj
northeuralex,northeuralex-yrk,Tundra Nenets,nene1249,66.18,71.02,Uralic,SMOOTH,northeuralex-yrk-493_smooth-1,салмуй,sɑlmuj
northeuralex,northeuralex-enf,Forest Enets,fore1265,69.98,88.21,Uralic,SMOOTH,northeuralex-enf-493_smooth-1,салыта,saɫɨta
northeuralex,northeuralex-nio,Nganasan,ngan1291,73.14,86.21,Uralic,SMOOTH,northeuralex-nio-493_smooth-1,нәмәгәә,nəməɡəː
northeuralex,northeuralex-ben,Bengali,beng1280,24.00,90.00,Indo-European,SMOOTH,northeuralex-ben-493_smooth-1,মসৃণ,mɔʃrin
northeuralex,northeuralex-hin,Hindi,hind1269,27.20,78.00,Indo-European,SMOOTH,northeuralex-hin-493_smooth-1,चौरस,t͡ʃɔːrəs
northeuralex,northeuralex-hin,Hindi,hind1269,27.20,78.00,Indo-European,SMOOTH,northeuralex-hin-493_smooth-2,चिकना,t͡ʃɪknaː
northeuralex,northeuralex-pbu,Northern Pashto,nort2646,32.10,67.20,Indo-European,SMOOTH,northeuralex-pbu-493_smooth-1,ښوی,xwai
northeuralex,northeuralex-pes,Western Farsi,west2369,28.66,55.16,Indo-European,SMOOTH,northeuralex-pes-493_smooth-1,لیز,liz
northeuralex,northeuralex-kmr,Northern Kurdish,nort2641,37.00,43.00,Indo-European,SMOOTH,northeuralex-kmr-493_smooth-1,dûz,duz
northeuralex,northeuralex-kmr,Northern Kurdish,nort2641,37.00,43.00,Indo-European,SMOOTH,northeuralex-kmr-493_smooth-2,şayîk,ʃajik
northeuralex,northeuralex-oss,Ossetian,osse1243,43.18,44.23,Indo-European,SMOOTH,northeuralex-oss-493_smooth-1,лӕгъз,ləʁz
northeuralex,northeuralex-hye,Armenian,nucl1235,40.00,45.00,Indo-European,SMOOTH,northeuralex-hye-493_smooth-1,հարթ,hɑɾtʰ
northeuralex,northeuralex-ell,Modern Greek,mode1248,38.00,23.75,Indo-European,SMOOTH,northeuralex-ell-493_smooth-1,λείος,lios
northeuralex,northeuralex-ell,Modern Greek,mode1248,38.00,23.75,Indo-European,SMOOTH,northeuralex-ell-493_smooth-2,ομαλός,omalos
northeuralex,northeuralex-sqi,Standard Albanian,alba1267,41.33,19.85,Indo-European,SMOOTH,northeuralex-sqi-493_smooth-1,rrafshët,rafʃət
northeuralex,northeuralex-bul,Bulgarian,bulg1262,42.70,23.80,Indo-European,SMOOTH,northeuralex-bul-493_smooth-1,гладък,ɡɫadɤk
