color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#CC5151,30,19,NA,NA,Nuclear Trans New Guinea,casu1237,transnewguineaorg-asmat-casuarina-coast-nanew,{},-6.43005,138.566,Papunesia,NA,"Asmat, Casuarina Coast (Nanew Dialect)",1980
#CC5151,30,107,NA,NA,Nuclear Trans New Guinea,casu1237,transnewguineaorg-asmat-casuarina-coast-otenep,{},-6.43005,138.566,Papunesia,NA,"Asmat, Casuarina Coast (Otenep Dialect)",1981
#CC5151,30,1,NA,NA,Nuclear Trans New Guinea,casu1237,transnewguineaorg-asmat-casuarina-coast-piramat,{},-6.43005,138.566,Papunesia,NA,"Asmat, Casuarina Coast (Piramat Dialect)",1982
#CC5151,30,202,NA,NA,Nuclear Trans New Guinea,casu1237,transnewguineaorg-asmat-casuarina-coast-pirimapun,{},-6.43005,138.566,Papunesia,NA,"Asmat, Casuarina Coast (Pirimapun Dialect)",1983
#CC5151,30,89,NA,NA,Nuclear Trans New Guinea,casu1237,transnewguineaorg-asmat-casuarina-coast-tareo,{},-6.43005,138.566,Papunesia,NA,"Asmat, Casuarina Coast (Tareo Dialect)",1984
#CC5151,30,79,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central",1985
#CC5151,30,25,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-kainak-ao,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Kainak, Ao Dialect)",1986
#CC5151,30,173,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-kainak-atat,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Kainak, Atat Dialect)",1987
#CC5151,30,32,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-kainak-kapi,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Kainak, Kapi Dialect)",1988
#CC5151,30,60,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-kainak-yamas,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Kainak, Yamas Dialect)",1989
#CC5151,30,5,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-awok,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Awok Dialect)",1990
#CC5151,30,55,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-fos,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Fos Dialect)",1991
#CC5151,30,49,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-kaimo,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Kaimo Dialect)",1992
#CC5151,30,52,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-miwar,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Miwar Dialect)",1993
#CC5151,30,196,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-namen,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Namen Dialect)",1994
#CC5151,30,37,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-keenakap-yaosakor,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Keenakap, Yaosakor Dialect)",1995
#CC5151,30,211,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-komar,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Komar Dialect)",1996
#CC5151,30,137,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-manep,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Manep Dialect)",1997
#CC5151,30,4,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-monu,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Monu Dialect)",1998
#CC5151,30,24,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-mu-akani,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Mu-Akani Dialect)",1999
#CC5151,30,203,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-sawa-erma,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Sawa-Erma Dialect)",2000
#CC5151,30,87,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-central-keenok-yipaer,{},-4.89854,138.405,Papunesia,NA,"Asmat, Central (Keenok, Yipaer Dialect)",2001
#CC5151,30,5,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-ac,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Ac Dialect)",2002
#CC5151,30,89,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-amanamkai,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Amanamkai Dialect)",2003
#CC5151,30,114,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-amisu,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Amisu Dialect)",2004
#CC5151,30,7,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-ar-nanim,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Ar-Nanim Dialect)",2005
#CC5151,30,33,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-cowew-yamew,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Cowew-Yamew Dialect)",2006
#CC5151,30,75,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-kawet,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Kawet Dialect)",2007
#CC5151,30,4,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-miwar,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Miwar Dialect)",2008
#CC5151,30,181,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-omanesep,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Omanesep Dialect)",2009
#CC5151,30,100,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mecamup-yow,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mecamup, Yow Dialect)",2010
#CC5151,30,50,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-mine,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Mine Dialect)",2011
#CC5151,30,65,NA,NA,Nuclear Trans New Guinea,mism1239,transnewguineaorg-asmat-central-mismam-per,{},NA,NA,Papunesia,NA,"Asmat, Central (Mismam, Per Dialect)",2012
#CC5151,30,323,NA,NA,Nuclear Trans New Guinea,mism1239,transnewguineaorg-asmat-central-mismam-suru,{},NA,NA,Papunesia,NA,"Asmat, Central (Mismam, Suru Dialect)",2013
#CC5151,30,40,NA,NA,Nuclear Trans New Guinea,mism1239,transnewguineaorg-asmat-central-mismam-uwus,{},NA,NA,Papunesia,NA,"Asmat, Central (Mismam, Uwus Dialect)",2014
#CC5151,30,309,NA,NA,Nuclear Trans New Guinea,mism1239,transnewguineaorg-asmat-central-mismam-yepem,{},NA,NA,Papunesia,NA,"Asmat, Central (Mismam, Yepem Dialect)",2015
#CC5151,30,38,NA,NA,Nuclear Trans New Guinea,mism1239,transnewguineaorg-asmat-central-misman-meriten,{},NA,NA,Papunesia,NA,"Asmat, Central (Misman, Meriten Dialect)",2016
#CC5151,30,311,NA,NA,Nuclear Trans New Guinea,ajam1240,transnewguineaorg-asmat-central-simai-ayam,{},NA,NA,Papunesia,NA,"Asmat, Central (Simai, Ayam Dialect)",2017
#CC5151,30,91,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-sokoni,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Sokoni Dialect)",2018
#CC5151,30,40,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-wooi,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Wooi Dialect)",2019
#CC5151,30,46,NA,NA,Nuclear Trans New Guinea,cent2117,transnewguineaorg-asmat-central-yinak,{},-5.80391,138.471,Papunesia,NA,"Asmat, Central (Yinak Dialect)",2020
#CC5151,30,26,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north,{},-4.89854,138.405,Papunesia,NA,"Asmat, North",2021
#CC5151,30,37,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north-irogo,{},-4.89854,138.405,Papunesia,NA,"Asmat, North (Irogo Dialect)",2022
#CC5151,30,93,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north-momogo,{},-4.89854,138.405,Papunesia,NA,"Asmat, North (Momogo Dialect)",2023
#CC5151,30,49,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north-pupis,{},-4.89854,138.405,Papunesia,NA,"Asmat, North (Pupis Dialect)",2024
#CC5151,30,30,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north-ti,{},-4.89854,138.405,Papunesia,NA,"Asmat, North (Ti Dialect)",2025
#CC5151,30,1,NA,NA,Nuclear Trans New Guinea,nort2917,transnewguineaorg-asmat-north-weyo,{},-4.89854,138.405,Papunesia,NA,"Asmat, North (Weyo Dialect)",2026
#CC5151,30,26,NA,NA,Nuclear Trans New Guinea,yaos1235,transnewguineaorg-asmat-yaosakor,{},-5.61024,138.582,Papunesia,NA,"Asmat, Yaosakor",2027
#51CCCC,17,75,NA,NA,Indo-European,assa1263,diacl-48300,{},26.0876,91.2932,Eurasia,NA,Assamese,499
#598033,29,405,NA,NA,Atlantic-Congo,asut1235,bantubvd-6,{},-4.17978,37.8323,Africa,NA,Asu G.22,46
#803333,15,289,NA,NA,Austronesian,asum1237,tryonsolomon-asumboa,{},-11.2969,166.499,Papunesia,NA,Asumboa,2907
#803333,17,70,NA,NA,Austronesian,atam1240,diacl-27300,{},7.7789,125.499,Papunesia,NA,Ata,353
#803333,17,108,NA,NA,Austronesian,atay1247,diacl-6800,{},24.5209,121.388,Papunesia,NA,Atayal (Ci'uli),607
#803333,17,109,NA,NA,Austronesian,atay1247,diacl-6900,{},24.5209,121.388,Papunesia,NA,Atayal (Squliq),651
#CC5151,26,296,NA,NA,Nuclear Trans New Guinea,atem1241,zgraggenmadang-atemble,{},-5.08137,144.806,Papunesia,NA,atemble,3067
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,atem1241,transnewguineaorg-atemble,{},-5.08137,144.806,Papunesia,NA,Atemble,2028
#528033,30,101,NA,NA,Kayagaric,atoh1238,transnewguineaorg-atohwaim,{},-6.27123,138.666,Papunesia,NA,Atohwaim,2029
#338080,14,915,NA,NA,Sino-Tibetan,zaiw1241,suntb-Atsi,{},24.1726,98.3643,Eurasia,NA,Atsi [Zaiwa],1723
#CC51AE,30,45,NA,NA,Nuclear Torricelli,auuu1241,transnewguineaorg-au,{},-3.53277,142.105,Papunesia,NA,Au,2030
#8F51CC,17,78,NA,NA,Nakh-Daghestanian,avar1256,diacl-68468,{},41.7047,46.558,Eurasia,NA,Avar,634
#8F51CC,4,1295,NA,NA,Nakh-Daghestanian,avar1256,ids-107,{},41.7047,46.558,Eurasia,NA,Avar,764
#8F51CC,1,923,NA,NA,Nakh-Daghestanian,avar1256,northeuralex-ava,{},41.7047,46.558,Eurasia,NA,Avar,1580
#8F51CC,4,1294,NA,NA,Nakh-Daghestanian,anda1281,ids-28,{},NA,NA,Eurasia,NA,Avar (Andalal dialect),894
#8F51CC,4,1294,NA,NA,Nakh-Daghestanian,avar1256,ids-323,{},41.7047,46.558,Eurasia,NA,Avar (Ansalta dialect),940
#8F51CC,4,1296,NA,NA,Nakh-Daghestanian,ancu1238,ids-29,{},NA,NA,Eurasia,NA,Avar (Antsukh dialect),905
#8F51CC,4,1266,NA,NA,Nakh-Daghestanian,avar1256,ids-320,{},41.7047,46.558,Eurasia,NA,Avar (Araderikh dialect),937
#8F51CC,4,1294,NA,NA,Nakh-Daghestanian,batl1238,ids-26,{},NA,NA,Eurasia,NA,Avar (Batlukh dialect),872
#8F51CC,4,1297,NA,NA,Nakh-Daghestanian,avar1256,ids-322,{},41.7047,46.558,Eurasia,NA,Avar (East Gergebil dialect),939
#8F51CC,4,1295,NA,NA,Nakh-Daghestanian,hidd1238,ids-27,{},NA,NA,Eurasia,NA,Avar (Hid dialect),883
#8F51CC,4,1296,NA,NA,Nakh-Daghestanian,kara1473,ids-31,{},NA,NA,Eurasia,NA,Avar (Karakh dialect),925
#8F51CC,4,1295,NA,NA,Nakh-Daghestanian,kunz1243,ids-321,{},NA,NA,Eurasia,NA,Avar (Khunzakh dialect),938
#8F51CC,4,1296,NA,NA,Nakh-Daghestanian,avar1256,ids-81,{},41.7047,46.558,Eurasia,NA,Avar (Kusur dialect),1056
#8F51CC,4,1297,NA,NA,Nakh-Daghestanian,sala1265,ids-324,{},NA,NA,Eurasia,NA,Avar (Salatav dialect),941
#8F51CC,4,1295,NA,NA,Nakh-Daghestanian,zaka1239,ids-30,{},NA,NA,Eurasia,NA,Avar (Zakataly dialect),915
#803333,15,312,NA,NA,Austronesian,avas1237,tryonsolomon-avaso,{},NA,NA,Papunesia,NA,Avasö,2908
#51CCCC,17,147,NA,NA,Indo-European,aves1237,diacl-50700,{},31.541,53.633,Eurasia,NA,Avestan,514
#51CCCC,4,560,NA,NA,Indo-European,aves1237,ids-213,{},31.541,53.633,Eurasia,NA,Avestan,826
#78CC51,10,321,NA,NA,Barbacoan,awac1239,hubercolumbian-Awa,{},1.21652,-78.3401,South America,NA,Awa,696
#CC5151,30,206,NA,NA,Nuclear Trans New Guinea,awap1236,transnewguineaorg-awa,{},-6.65534,145.714,Papunesia,NA,Awa,2031
#8FCC51,5,242,NA,NA,Pama-Nyungan,awab1243,bowernpny-Awabakal,{},-33.12847,151.43555,Australia,NA,Awabakal,81
#80336C,30,59,NA,NA,Lower Sepik-Ramu,awar1249,transnewguineaorg-awar,{},-4.13554,144.836,Papunesia,NA,Awar,2032
#CC5151,30,49,NA,NA,Nuclear Trans New Guinea,awar1248,transnewguineaorg-awara,{},-6.16986,146.372,Papunesia,NA,Awara,2033
#5170CC,30,200,NA,NA,Lakes Plain,awer1241,transnewguineaorg-awera,{},-2.71886,136.063,Papunesia,NA,Awera,2034
#CC5151,30,153,NA,NA,Nuclear Trans New Guinea,awiy1238,transnewguineaorg-awiyaana,{},-6.54079,145.76,Papunesia,NA,Awiyaana,2035
#3C8033,30,63,NA,NA,Sepik,awtu1239,transnewguineaorg-awtuw,{},-3.53129,141.928,Papunesia,NA,Awtuw,2036
#338071,30,105,NA,NA,Border,awyi1241,transnewguineaorg-awyi,{},-3.00564,140.604,Papunesia,NA,Awyi,2037
#CC5151,30,235,NA,NA,Nuclear Trans New Guinea,asue1235,transnewguineaorg-awyu-asue,{},-5.98341,139.123,Papunesia,NA,"Awyu, Asue",2038
#CC5151,30,165,NA,NA,Nuclear Trans New Guinea,cent2118,transnewguineaorg-awyu-central-busiri,{},-6.29363,139.693,Papunesia,NA,"Awyu, Central (Busiri Dialect)",2039
#CC5151,30,208,NA,NA,Nuclear Trans New Guinea,cent2118,transnewguineaorg-awyu-central-ketah,{},-6.29363,139.693,Papunesia,NA,"Awyu, Central (Ketah Dialect)",2040
#CC5151,30,213,NA,NA,Nuclear Trans New Guinea,cent2118,transnewguineaorg-awyu-central-nohon,{},-6.29363,139.693,Papunesia,NA,"Awyu, Central (Nohon Dialect)",2041
#CC5151,30,211,NA,NA,Nuclear Trans New Guinea,cent2118,transnewguineaorg-awyu-central-taim,{},-6.29363,139.693,Papunesia,NA,"Awyu, Central (Taim Dialect)",2042
#CC5151,30,260,NA,NA,Nuclear Trans New Guinea,sout2941,transnewguineaorg-awyu-south,{},-7.36301,139.538,Papunesia,NA,"Awyu, South (Syiagha Dialect)",2043
#CC5151,30,212,NA,NA,Nuclear Trans New Guinea,sout2941,transnewguineaorg-yenimu,{},-7.36301,139.538,Papunesia,NA,"Awyu, South (Yenimu Dialect)",2880
#95CC51,4,955,NA,NA,Aymaran,cent2142,ids-269,{},-17,-68.5,South America,NA,Aymara,882
#5BCC51,4,1094,NA,NA,Zamucoan,ayor1240,ids-297,{},-19.220055,-60.217495,South America,NA,Ayoreo,913
#CC8051,17,87,NA,NA,Turkic,nort2697,diacl-68483,{},40.9777,46.4737,Eurasia,NA,Azerbaijani,647
#CC8051,4,1302,NA,NA,Turkic,nort2697,ids-71,{},40.9777,46.4737,Eurasia,NA,Azerbaijani,1040
#CC8051,4,1300,NA,NA,Turkic,nort2697,ids-166,{},40.9777,46.4737,Eurasia,NA,Azerbaijani (Terekeme dialect),781
#CCAE51,11,420,NA,NA,Afro-Asiatic,baca1246,kraftchadic-Bacama,{},9.53072,12.0416,Africa,NA,Bacama,1086
#CCAE51,11,411,NA,NA,Afro-Asiatic,bade1248,kraftchadic-Bade,{},12.789,10.6557,Africa,NA,Bade,1087
#8FCC51,5,182,NA,NA,Pama-Nyungan,badi1246,bowernpny-Badimaya,{},-29.0647,117.246,Australia,NA,Badimaya,82
#8FCC51,5,239,NA,NA,Pama-Nyungan,badj1244,bowernpny-Badjiri,{},-27.33,143,Australia,NA,Badjiri,83
#CC5151,26,297,NA,NA,Nuclear Trans New Guinea,bagu1252,zgraggenmadang-bagupi,{},-5.07778,145.632,Papunesia,NA,bagupi,3068
#CC5151,30,289,NA,NA,Nuclear Trans New Guinea,bagu1252,transnewguineaorg-bagupi,{},-5.07778,145.632,Papunesia,NA,Bagupi,2044
#8F51CC,4,1286,NA,NA,Nakh-Daghestanian,bagv1239,ids-35,{},42.3966,46.1041,Eurasia,NA,Bagvalal,945
#4B8033,30,40,NA,NA,West Bomberai,baha1258,transnewguineaorg-baham,{},-3.10628,132.637,Papunesia,NA,Baham,2045
#803333,30,113,NA,NA,Austronesian,indo1316,transnewguineaorg-bahasa-indonesia,{},-7.33458,109.716,Papunesia,NA,Bahasa Indonesia,2046
#805033,18,772,NA,NA,Hmong-Mien,pahn1237,chenhmongmien-EasternBahen,{},22.8049,105.165,Eurasia,NA,"Baheng, East",270
#805033,18,790,NA,NA,Hmong-Mien,pahn1237,chenhmongmien-WesternBaheng,{},22.8049,105.165,Eurasia,NA,"Baheng, West",284
#3C8033,30,120,NA,NA,Sepik,bahi1254,transnewguineaorg-bahinemo,{},-4.55527,142.832,Papunesia,NA,Bahinemo,2047
#338080,14,926,NA,NA,Sino-Tibetan,biji1251,suntb-BijiangBai,{},NA,NA,NA,NA,Bai (Bijiang),1724
#338080,14,928,NA,NA,Sino-Tibetan,dali1242,suntb-DaliBai,{},NA,NA,Eurasia,NA,Bai (Dali),1730
#338080,28,384,NA,NA,Sino-Tibetan,baih1238,satterthwaitetb-Baihong,{},NA,NA,Eurasia,NA,Baihong,1695
#338080,14,929,NA,NA,Sino-Tibetan,jian1239,suntb-JianchuanBai,{},26.538056,99.91,Eurasia,NA,Bai (Jianchuan),1737
#CC5151,26,295,NA,NA,Nuclear Trans New Guinea,baim1245,zgraggenmadang-baimak,{},-5.18943,145.606,Papunesia,NA,baimak,3069
#CC5151,30,287,NA,NA,Nuclear Trans New Guinea,baim1245,transnewguineaorg-baimak,{},-5.18943,145.606,Papunesia,NA,Baimak,2048
#803333,16,177,NA,NA,Austronesian,indo1317,lexirumah-indo1317,{},-3.68664,122.253,Papunesia,NA,Bajau,1260
#803333,17,70,NA,NA,Austronesian,bala1310,diacl-23600,{},17.0994,121.272,Papunesia,NA,Balangaw,328
#803333,17,99,NA,NA,Austronesian,bali1278,diacl-9000,{},-8.35714,115.075,Papunesia,NA,Bali,657
#51CCCC,17,93,NA,NA,Indo-European,sout2642,diacl-51400,{},26,64,Eurasia,NA,Baluchi,522
#335C80,8,209,NA,NA,Mande,bamb1269,hantganbangime-Bambara,{},12.0401,-9.98949,Africa,NA,Bambara,673
#763380,30,108,NA,NA,Kiwaian,bamu1257,transnewguineaorg-bamu,{},-7.93818,143.545,Papunesia,NA,Bamu,2049
#763380,30,91,NA,NA,Kiwaian,bamu1257,transnewguineaorg-bamu-pirupiru,{},-7.93818,143.545,Papunesia,NA,Bamu (Pirupiru Dialect),2050
#763380,30,93,NA,NA,Kiwaian,sisi1249,transnewguineaorg-bamu-sisiame,{},NA,NA,Papunesia,NA,Bamu (Sisiame Dialect),2051
#CCAE51,11,424,NA,NA,Afro-Asiatic,masa1322,kraftchadic-Banana,{},10.0606,15.4748,Africa,NA,Banana,1088
#CCAE51,11,427,NA,NA,Afro-Asiatic,muse1242,kraftchadic-Bananamouseye,{},9.81612,15.4115,Africa,NA,Banana (Mouseye),1089
#80336C,30,112,NA,NA,Lower Sepik-Ramu,bana1292,transnewguineaorg-banaro,{},-4.56615,144.329,Papunesia,NA,Banaro,2052
#803333,16,198,NA,NA,Austronesian,elat1240,lexirumah-elat1240,{},NA,NA,Papunesia,NA,Banda,1233
#8FCC51,5,318,NA,NA,Pama-Nyungan,band1358,bowernpny-Bandjalang,{},NA,NA,NA,NA,Bandjalang,84
#648033,8,299,NA,NA,Bangime,bang1363,hantganbangime-Bangime,{},14.8116,-3.77092,Africa,NA,Bangime,674
#51CC9E,10,72,NA,NA,Arawakan,bani1254,hubercolumbian-Baniva,{},5.26123,-67.5633,South America,NA,Baniva,697
#519ECC,8,296,NA,NA,Dogon,bank1259,hantganbangime-Bankan_Tey,{},15.06,-2.92,Africa,NA,Bankan_Tey,675
#51CC70,23,502,NA,NA,Tai-Kadai,anya1244,castrosui-BanliangYangAn,{},NA,NA,Eurasia,NA,Banliang,252
#768033,10,327,NA,NA,Tucanoan,waim1255,hubercolumbian-Bara,{},0.30416,-70.1644,South America,NA,Bará,698
#CC6851,30,118,NA,NA,Koiarian,nucl1630,transnewguineaorg-north-barai,{},-9.46246,147.899,Papunesia,NA,Barai (North Dialect),2531
#CC6851,30,117,NA,NA,Koiarian,nucl1630,transnewguineaorg-south-barai,{},-9.46246,147.899,Papunesia,NA,Barai (South Dialect),2716
#803341,30,38,NA,NA,Geelvink Bay,bara1375,transnewguineaorg-barapasi,{},-2.28732,137.054,Papunesia,NA,Barapasi,2053
#768033,10,340,NA,NA,Tucanoan,bara1380,hubercolumbian-Barasana,{},0.02193,-70.808,South America,NA,Barasana,699
#CC5151,26,298,NA,NA,Nuclear Trans New Guinea,barg1252,zgraggenmadang-bargam,{},-4.8723,145.756,Papunesia,NA,bargam,3070
#CC5151,30,288,NA,NA,Nuclear Trans New Guinea,barg1252,transnewguineaorg-bargam,{},-4.8723,145.756,Papunesia,NA,Bargam,2055
#A6CC51,10,264,NA,NA,Chibchan,bari1297,hubercolumbian-Bari,{},9.08497,-72.9353,South America,NA,Barí,700
#A6CC51,4,441,NA,NA,Chibchan,bari1297,ids-242,{},9.08497,-72.9353,South America,NA,Barí,855
#CC515D,30,26,NA,NA,Yareban,bari1290,transnewguineaorg-bariji,{},-9.231,148.454,Papunesia,NA,Bariji,2056
#CC5151,30,39,NA,NA,Nuclear Trans New Guinea,baru1269,transnewguineaorg-baruga,{},-9.40132,148.761,Papunesia,NA,Baruga,2057
#CC5151,30,183,NA,NA,Nuclear Trans New Guinea,bare1274,transnewguineaorg-baruga-bareji,{},NA,NA,Papunesia,NA,Baruga (Bareji Dialect),2058
#CC5151,30,159,NA,NA,Nuclear Trans New Guinea,mado1239,transnewguineaorg-baruga-mado,{},NA,NA,Papunesia,NA,Baruga (Mado Dialect),2059
#CC5151,30,241,NA,NA,Nuclear Trans New Guinea,tafo1238,transnewguineaorg-baruga-tafota,{},NA,NA,Papunesia,NA,Baruga (Tafota Dialect),2060
#CC5180,30,100,NA,NA,Angan,baru1267,transnewguineaorg-baruya,{},-6.89261,145.818,Papunesia,NA,Baruya,2061
#598033,29,378,NA,NA,Atlantic-Congo,basa1284,bantubvd-5,{},3.80765,10.4213,Africa,NA,Basaa A.43a,45
#CC8051,1,951,NA,NA,Turkic,bash1264,northeuralex-bak,{},53.5967,56.5594,Eurasia,NA,Bashkir,1582
#333F80,4,1213,NA,NA,Basque,basq1248,ids-219,{},43.2787,-1.31622,Eurasia,NA,Basque,832
#333F80,1,951,NA,NA,Basque,basq1248,northeuralex-eus,{},43.2787,-1.31622,Eurasia,NA,Basque,1605
#803333,17,66,NA,NA,Austronesian,bata1298,diacl-25100,{},16.8266,121.23,Papunesia,NA,Batad,339
#803333,17,85,NA,NA,Austronesian,bata1289,diacl-22900,{},2.35498,99.1761,Papunesia,NA,Batak Toba,323
#8F51CC,17,272,NA,NA,Nakh-Daghestanian,bats1242,diacl-57800,{},42.1806,45.344,Eurasia,NA,Batsbi,577
#803333,16,436,NA,NA,Austronesian,batu1258,lexirumah-batu1258,{},-5.814412,134.784314,Papunesia,NA,Batuley,1178
#8FCC51,5,219,NA,NA,Pama-Nyungan,baty1234,bowernpny-Batyala,{},NA,NA,Australia,NA,Batyala,85
#CC5151,26,297,NA,NA,Nuclear Trans New Guinea,bauu1244,zgraggenmadang-bau,{},-5.26465,145.611,Papunesia,NA,bau,3071
#CC5151,30,289,NA,NA,Nuclear Trans New Guinea,bauu1244,transnewguineaorg-bau,{},-5.26465,145.611,Papunesia,NA,Bau,2062
#51CC9E,17,7,NA,NA,Arawakan,baur1253,diacl-5200,{},-13.1278,-64.1838,South America,NA,Baure,527
#51CC9E,4,234,NA,NA,Arawakan,baur1253,ids-261,{},-13.1278,-64.1838,South America,NA,Baure,874
#803333,15,311,NA,NA,Austronesian,baur1252,tryonsolomon-bauro1,{},-10.5826,161.863,Papunesia,NA,Bauro (1),2909
#803333,15,311,NA,NA,Austronesian,baur1252,tryonsolomon-bauro2,{},-10.5826,161.863,Papunesia,NA,Bauro (2),2910
#6151CC,30,132,NA,NA,Mailuan,bauw1240,transnewguineaorg-bauwaki,{},-9.82577,148.815,Papunesia,NA,Bauwaki,2063
#803341,30,255,NA,NA,Geelvink Bay,bauz1241,transnewguineaorg-bauzi,{},-2.44717,137.629,Papunesia,NA,Bauzi,2064
#CCC551,30,112,NA,NA,Bosavi,beam1240,transnewguineaorg-beami,{},-6.14949,142.508,Papunesia,NA,Beami,2065
#803333,16,107,NA,NA,Austronesian,bedo1237,lexirumah-bedo1237,{},-2.74438,132.566,Papunesia,NA,Bedoanas,1179
#338080,27,735,NA,NA,Sino-Tibetan,beij1234,beidasinitic-Beijing,{},39.9385466,116.1172766,NA,NA,Beijing,50
#51CCCC,1,951,NA,NA,Indo-European,bela1254,northeuralex-bel,{},53.2307,25.6038,Eurasia,NA,Belarusian,1583
#CC51AE,30,43,NA,NA,Nuclear Torricelli,beli1258,transnewguineaorg-beli,{},-3.67881,142.34,Papunesia,NA,Beli,2066
#517CCC,4,403,NA,NA,Salishan,bell1243,ids-231,{},52.3448,-126.689,North America,NA,Bella Coola,844
#803333,15,310,NA,NA,Austronesian,renn1242,tryonsolomon-bellona,{},-11.6237,160.265,Papunesia,NA,Bellona,2911
#598033,29,378,NA,NA,Atlantic-Congo,bemb1257,bantubvd-4,{},-10.6122,29.2993,Africa,NA,Bemba M.42,44
#598033,25,633,NA,NA,Atlantic-Congo,bena1262,tls-Bena,{},-9.26671,35.0364,Africa,NA,Bena,1770
